Datetime,Prévision J-1,Prévision J,Consommation
2023-01-04 16:15:00,57200.0,55950.0,55877.0
2023-01-04 16:30:00,57200.0,55700.0,55725.0
2023-01-04 16:45:00,57450.0,55900.0,55748.0
2023-01-04 17:00:00,57700.0,56100.0,56098.0
2023-01-04 17:15:00,58950.0,57150.0,56984.0
2023-01-04 17:30:00,60200.0,58200.0,58195.0
2023-01-04 17:45:00,61300.0,59150.0,59175.0
2023-01-04 18:00:00,62400.0,60100.0,60010.0
2023-01-04 18:15:00,63050.0,60700.0,60691.0
2023-01-04 18:30:00,63700.0,61300.0,61453.0
2023-01-04 18:45:00,64400.0,61900.0,62316.0
2023-01-04 19:00:00,65100.0,62500.0,62829.0
2023-01-04 19:15:00,64450.0,62000.0,62561.0
2023-01-04 19:30:00,63800.0,61500.0,61941.0
2023-01-04 19:45:00,62750.0,60600.0,60862.0
2023-01-04 20:00:00,61700.0,59700.0,60046.0
2023-01-04 20:15:00,60650.0,58800.0,59133.0
2023-01-04 20:30:00,59600.0,57900.0,58032.0
2023-01-04 20:45:00,58450.0,56850.0,56914.0
2023-01-04 21:00:00,57300.0,55800.0,56175.0
2023-01-04 21:15:00,56450.0,55100.0,55614.0
2023-01-04 21:30:00,55600.0,54400.0,54451.0
2023-01-04 21:45:00,54800.0,53750.0,53750.0
2023-01-04 22:00:00,54000.0,53100.0,53268.0
2023-01-04 22:15:00,54100.0,53250.0,53187.0
2023-01-04 22:30:00,54200.0,53400.0,53357.0
2023-01-04 22:45:00,55000.0,54200.0,54957.0
2023-01-04 23:00:00,55800.0,55000.0,54386.0
2023-01-04 23:15:00,55700.0,55050.0,54090.0
2023-01-04 23:30:00,55600.0,55100.0,53355.0
2023-01-04 23:45:00,54550.0,54300.0,53789.0
2023-01-05 00:00:00,53500.0,52800.0,52798.0
2023-01-05 00:15:00,52650.0,52050.0,52811.0
2023-01-05 00:30:00,51800.0,51300.0,51313.0
2023-01-05 00:45:00,50950.0,50250.0,50066.0
2023-01-05 01:00:00,50100.0,49200.0,49248.0
2023-01-05 01:15:00,50450.0,49700.0,49999.0
2023-01-05 01:30:00,50800.0,50200.0,49462.0
2023-01-05 01:45:00,50650.0,50200.0,49821.0
2023-01-05 02:00:00,50500.0,50200.0,49289.0
2023-01-05 02:15:00,50100.0,49650.0,49873.0
2023-01-05 02:30:00,49700.0,49100.0,48988.0
2023-01-05 02:45:00,49000.0,48400.0,48331.0
2023-01-05 03:00:00,48300.0,47700.0,47456.0
2023-01-05 03:15:00,47750.0,47100.0,47059.0
2023-01-05 03:30:00,47200.0,46500.0,46462.0
2023-01-05 03:45:00,46900.0,46000.0,45914.0
2023-01-05 04:00:00,46600.0,45500.0,45671.0
2023-01-05 04:15:00,46400.0,45350.0,45347.0
2023-01-05 04:30:00,46200.0,45200.0,45236.0
2023-01-05 04:45:00,46550.0,45500.0,45316.0
2023-01-05 05:00:00,46900.0,45800.0,45761.0
2023-01-05 05:15:00,47750.0,46400.0,46706.0
2023-01-05 05:30:00,48600.0,47000.0,46970.0
2023-01-05 05:45:00,49600.0,47650.0,47739.0
2023-01-05 06:00:00,50600.0,48300.0,48763.0
2023-01-05 06:15:00,52050.0,50050.0,50632.0
2023-01-05 06:30:00,53500.0,51800.0,51780.0
2023-01-05 06:45:00,54900.0,53300.0,53217.0
2023-01-05 07:00:00,56300.0,54800.0,54903.0
2023-01-05 07:15:00,57550.0,56050.0,56258.0
2023-01-05 07:30:00,58800.0,57300.0,57346.0
2023-01-05 07:45:00,59600.0,58350.0,58121.0
2023-01-05 08:00:00,60400.0,59400.0,59357.0
2023-01-05 08:15:00,60800.0,59350.0,59249.0
2023-01-05 08:30:00,61200.0,59300.0,59293.0
2023-01-05 08:45:00,61250.0,59400.0,59366.0
2023-01-05 09:00:00,61300.0,59500.0,59454.0
2023-01-05 09:15:00,61350.0,59450.0,59340.0
2023-01-05 09:30:00,61400.0,59400.0,59360.0
2023-01-05 09:45:00,61400.0,59400.0,59589.0
2023-01-05 10:00:00,61400.0,59400.0,59407.0
2023-01-05 10:15:00,61300.0,59550.0,59592.0
2023-01-05 10:30:00,61200.0,59700.0,59741.0
2023-01-05 10:45:00,61050.0,59600.0,59315.0
2023-01-05 11:00:00,60900.0,59500.0,59549.0
2023-01-05 11:15:00,61000.0,59550.0,59380.0
2023-01-05 11:30:00,61100.0,59600.0,59330.0
2023-01-05 11:45:00,61250.0,59700.0,59633.0
2023-01-05 12:00:00,61400.0,59800.0,59699.0
2023-01-05 12:15:00,60800.0,59250.0,59462.0
2023-01-05 12:30:00,60200.0,58700.0,58843.0
2023-01-05 12:45:00,59500.0,58050.0,58491.0
2023-01-05 13:00:00,58800.0,57400.0,57714.0
2023-01-05 13:15:00,58300.0,56950.0,56946.0
2023-01-05 13:30:00,57800.0,56500.0,56549.0
2023-01-05 13:45:00,57650.0,56400.0,56500.0
2023-01-05 14:00:00,57500.0,56300.0,56538.0
2023-01-05 14:15:00,57500.0,56300.0,56546.0
2023-01-05 14:30:00,57500.0,56300.0,56509.0
2023-01-05 14:45:00,57150.0,56000.0,56647.0
2023-01-05 15:00:00,56800.0,55700.0,56424.0
2023-01-05 15:15:00,56400.0,55350.0,56381.0
2023-01-05 15:30:00,56000.0,55000.0,55625.0
2023-01-05 15:45:00,55450.0,54850.0,55506.0
2023-01-05 16:00:00,54900.0,54700.0,55118.0
2023-01-05 16:15:00,54800.0,54600.0,54869.0
2023-01-05 16:30:00,54700.0,54500.0,54718.0
2023-01-05 16:45:00,55000.0,54800.0,54480.0
2023-01-05 17:00:00,55300.0,55100.0,54918.0
2023-01-05 17:15:00,56350.0,56200.0,56134.0
2023-01-05 17:30:00,57400.0,57300.0,56892.0
2023-01-05 17:45:00,58500.0,58400.0,57904.0
2023-01-05 18:00:00,59600.0,59500.0,58880.0
2023-01-05 18:15:00,60400.0,60350.0,59510.0
2023-01-05 18:30:00,61200.0,61200.0,60173.0
2023-01-05 18:45:00,62050.0,62050.0,61274.0
2023-01-05 19:00:00,62900.0,62900.0,61787.0
2023-01-05 19:15:00,62350.0,62350.0,61259.0
2023-01-05 19:30:00,61800.0,61800.0,60879.0
2023-01-05 19:45:00,60900.0,60900.0,59933.0
2023-01-05 20:00:00,60000.0,60000.0,58938.0
2023-01-05 20:15:00,59000.0,59000.0,57998.0
2023-01-05 20:30:00,58000.0,58000.0,56898.0
2023-01-05 20:45:00,57050.0,57050.0,56258.0
2023-01-05 21:00:00,56100.0,56100.0,55133.0
2023-01-05 21:15:00,55400.0,55400.0,54495.0
2023-01-05 21:30:00,54700.0,54700.0,53771.0
2023-01-05 21:45:00,54150.0,54150.0,53027.0
2023-01-05 22:00:00,53600.0,53600.0,52718.0
2023-01-05 22:15:00,53550.0,53800.0,52725.0
2023-01-05 22:30:00,53500.0,54000.0,53110.0
2023-01-05 22:45:00,54500.0,54650.0,54449.0
2023-01-05 23:00:00,55500.0,55300.0,53978.0
2023-01-05 23:15:00,55200.0,55050.0,53979.0
2023-01-05 23:30:00,54900.0,54800.0,53177.0
2023-01-05 23:45:00,54150.0,54100.0,53256.0
2023-01-06 00:00:00,53400.0,52600.0,52567.0
2023-01-06 00:15:00,52600.0,51750.0,52322.0
2023-01-06 00:30:00,51800.0,50900.0,50845.0
2023-01-06 00:45:00,50800.0,50000.0,49447.0
2023-01-06 01:00:00,49800.0,49100.0,49122.0
2023-01-06 01:15:00,50250.0,49350.0,49649.0
2023-01-06 01:30:00,50700.0,49600.0,49236.0
2023-01-06 01:45:00,50800.0,49800.0,49494.0
2023-01-06 02:00:00,50900.0,50000.0,49267.0
2023-01-06 02:15:00,50200.0,49350.0,49594.0
2023-01-06 02:30:00,49500.0,48700.0,48729.0
2023-01-06 02:45:00,48800.0,48000.0,48053.0
2023-01-06 03:00:00,48100.0,47300.0,47254.0
2023-01-06 03:15:00,47550.0,46950.0,47106.0
2023-01-06 03:30:00,47000.0,46600.0,46645.0
